tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,dog_stage,prediction,confidence,url_short
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #Ba,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,7624,31166,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,,Samoyed,0.957979,rkWeek
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly go,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,5156,28268,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,,French_bulldog,0.377417,od boy
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,,8538,38818,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,puppo,Pembroke,0.966327, 13/10
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would ,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,4735,27672,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,,French_bulldog,0.99165,assist
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #Ba,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,puppo,golden_retriever,0.953442,rkWeek
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #Ba,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,,whippet,0.626152,rkWeek
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 fo,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,,golden_retriever,0.714719,r both
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do m,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,,golden_retriever,0.46976,y best
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspiratio,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,,Siberian_husky,0.700377,nal af
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,,French_bulldog,0.995026,anyway
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin str,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,,basset,0.821664,ategic
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.th,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,,NaN,0.0,edoxy)
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone he,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,,Pembroke,0.809197,lp her
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmyl,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,,Mexican_hairless,0.330741,ouroo)
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,,Samoyed,0.733942, floof
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thr,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,,Chihuahua,0.793469,ive in
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,,kuvasz,0.309706,Yr4Cff
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,,NaN,0.0, metal
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,pupper,French_bulldog,0.999201,Roscoe
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist W,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,,pug,0.943575,affles
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with c,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,,Blenheim_spaniel,0.972494,aution
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin appro,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,,pug,0.369275,vingly
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,,malamute,0.8124819999999999, 13/10
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,,Italian_greyhound,0.259916,", Earl"
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing grea,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,,chow,0.822103,t Lola
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,,pug,0.5464060000000001, Kevin
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabeth",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,,Pembroke,0.993225,gales)
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,doggo,German_shepherd,0.707046, doggo
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super go,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,,Doberman,0.610946,od boy
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic a,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,floofer,chow,0.987997,s h*ck
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,,golden_retriever,0.949562, a pat
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed gre,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,,Eskimo_dog,0.466778,at boy
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal m,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,pupper,Labrador_retriever,0.85005,y girl
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,,Pembroke,0.542982,corgi)
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th A,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,,golden_retriever,0.762211,lfy 🇺🇸
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest eas","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,,golden_retriever,0.00694063,y Koko
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pe,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,,Weimaraner,0.291539,ttable
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop int,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,pupper,Saluki,0.529012,ensely
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,pupper,Samoyed,0.281463,_chow)
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 wou,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,,NaN,0.0,ld pet
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breath,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,,NaN,0.0,taking
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,,Pembroke,0.791416, 12/10
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sand,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,,golden_retriever,0.913255,y boop
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snu,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,,Chihuahua,0.238525,g well
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,,miniature_pinscher,0.120298, 11/10
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,,basset,0.813507, 13/10
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead.,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,,German_short-haired_pointer,0.479896, 12/10
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia F,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,,English_springer,0.383404,elici)
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get bloc,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,,Labrador_retriever,0.0334961,ked by
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would sti,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,,NaN,0.0,ll pet
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,,vizsla,0.960513, costs
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #Prid,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,,Italian_greyhound,0.734684,eMonth
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245x","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,,basset,0.32042,JJElsY
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all in,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,,French_bulldog,0.839097,volved
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,,Chesapeake_Bay_retriever,0.8379559999999999, again
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo o,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,,basset,0.995368,ptions
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant go","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,,Saluki,0.5099670000000001,od boy
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulator,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,,Pembroke,0.93112,y boop
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passio,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,pupper,bloodhound,0.575751,nately
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper go,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,,golden_retriever,0.874566,od boy
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,puppo,Bernese_mountain_dog,0.534327,excite
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal you",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,,Labrador_retriever,0.799551,r girl
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not int,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,,Siberian_husky,0.245048,ervene
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy a,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,,West_Highland_white_terrier,0.7143189999999999,s h*ck
